gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
C2orf88|84281_calculated,2.6304,2.3994,2,q,
GDAP2|54834_calculated,2.6298,2.4794,1,q,
WDR37|22884_calculated,2.6286,2.2217,10,p,
SLC25A45|283130_calculated,2.6273,1.6138,11,q,
LOC100132111|100132111_calculated,2.6265,3.8142,,,
AK309286|?_calculated,2.6265,1.6465,,,
AK057177|?_calculated,2.6258,2.3091,,,
PRKCE|5581_calculated,2.6256,1.8815,2,p,
C14orf79|122616_calculated,2.6246,3.132,14,q,
C7orf31|136895_calculated,2.6244,2.1748,7,p,
KIAA1586|57691_calculated,2.6236,1.7304,6,p,
UHRF1|29128_calculated,2.623,5.9344,19,p,
SEC61A2|55176_calculated,2.623,3.0505,10,p,
ATF7IP2|80063_calculated,2.623,2.924,16,p,
HIST1H4H|8365_calculated,2.6224,4.9848,6,p,
ZFP3|124961_calculated,2.6218,1.8596,17,p,
FAM20A|54757_calculated,2.6212,1.7119,17,q,
ARHGEF4|50649_calculated,2.6204,1.2988,2,q,
SEPSECS|51091_calculated,2.6174,2.9149,4,p,
B3GALT5|10317_calculated,2.6157,3.2119,21,q,
AL137752|?_calculated,2.6152,2.8407,,,
POLR3B|55703_calculated,2.6151,3.5852,12,q,
CHAF1B|8208_calculated,2.6149,6.4301,21,q,
TMEM198|130612_calculated,2.613,2.8784,2,q,
CLEC7A|64581_calculated,2.6117,2.7307,12,p,13.2-
PVRL4|81607_calculated,2.6093,6.1166,1,q,22-
CILP2|148113_calculated,2.6091,1.2601,19,p,
ING5|84289_calculated,2.6072,2.7093,2,q,
RFXAP|5994_calculated,2.6065,2.3956,13,q,
TMEM180|79847_calculated,2.6053,4.213,10,q,
AIM2|9447_calculated,2.6052,4.0868,1,q,
KPNA5|3841_calculated,2.6051,1.3927,6,q,
AX747191|?_calculated,2.6048,0.6361,,,
FAM200A|221786_calculated,2.6039,2.4389,7,q,
ZNF767|79970_calculated,2.6033,1.6748,,,
FAM26E|254228_calculated,2.6033,1.5849,6,q,
AK094916|?_calculated,2.6027,2.8355,,,
BRWD3|254065_calculated,2.6015,2.5946,X,q,
GPR171|29909_calculated,2.6,1.9244,3,q,
OBFC2A|64859_calculated,2.5995,3.0221,,,
CDK20|23552_calculated,2.5992,1.7553,9,q,
IYD|389434_calculated,2.5974,3.3337,6,q,
HCG26|352961_calculated,2.5974,2.1842,6,p,
EXOC6|54536_calculated,2.5965,3.1879,10,q,
NEK1|4750_calculated,2.5958,1.5513,4,q,
CLC|1178_calculated,2.5941,1.3244,19,q,
TESK2|10420_calculated,2.594,2.7045,1,p,
ANKRD5|63926_calculated,2.5939,4.6021,,,
MTERF|7978_calculated,2.5926,3.3209,,,
MPZL3|196264_calculated,2.5924,4.3724,11,q,
OXNAD1|92106_calculated,2.5924,3.2986,3,p,25-
LOC100288842|100288842_calculated,2.5919,2.7682,,,
HJURP|55355_calculated,2.5905,7.4399,2,q,
ZC3H12D|340152_calculated,2.5905,1.7866,6,q,
CSDC2|27254_calculated,2.5902,0.8243,22,q,
ZNF57|126295_calculated,2.5895,3.9871,19,p,
B9D1|27077_calculated,2.5886,3.1584,17,p,
ASRGL1|80150_calculated,2.5879,4.1965,11,q,
AK095117|?_calculated,2.5877,2.127,,,
PDE8B|8622_calculated,2.5876,0.7539,5,q,
ATP5S|27109_calculated,2.5851,2.7626,14,q,
C14orf28|122525_calculated,2.5851,1.3454,14,q,
SEMA6D|80031_calculated,2.5849,1.432,15,q,
ZNF323|64288_calculated,2.5839,1.4662,,,
COL4A4|1286_calculated,2.5826,0.7513,2,q,35-
CCDC66|285331_calculated,2.5823,1.8297,3,p,
SFR1|119392_calculated,2.581,3.2965,10,q,
DSTNP2|171220_calculated,2.5799,2.6695,12,p,
NGEF|25791_calculated,2.5782,4.1691,2,q,
CDR1|1038|1of2_calculated,2.5782,0.9824,X,q,
WDR76|79968_calculated,2.577,3.8902,15,q,
TUBGCP5|114791_calculated,2.577,2.4822,15,q,
DIRAS3|9077_calculated,2.576,1.1559,1,p,
PARP15|165631_calculated,2.576,0.7352,3,q,
ZNF18|7566_calculated,2.5755,2.3625,17,p,
RASGRP3|25780_calculated,2.5754,2.0527,2,p,25.1-
ADRBK2|157_calculated,2.5754,1.808,22,q,
C17orf75|64149_calculated,2.5753,2.8324,17,q,
C5orf25|375484|2of2_calculated,2.5753,1.2772,,,
MTX3|345778_calculated,2.5751,1.5325,5,q,
BTNL9|153579_calculated,2.5746,1.6383,5,q,
KIF7|374654_calculated,2.5745,1.3306,15,q,
LOC100506939|100506939_calculated,2.5744,0.6698,,,
GPR128|84873_calculated,2.5735,4.022,3,q,
PCDHB5|26167_calculated,2.5722,1.0817,5,q,
PPARGC1B|133522_calculated,2.5717,1.9012,5,q,
RNF152|220441_calculated,2.5716,1.7369,18,q,
IRAK1BP1|134728_calculated,2.5713,1.9728,6,q,14-
C10orf55|414236_calculated,2.5681,4.6532,10,q,
KAL1|3730_calculated,2.5681,1.8782,X,p,
HFE|3077|2of2_calculated,2.5663,2.9805,6,p,
SLC4A3|6508_calculated,2.5623,1.0557,2,q,
TSIX|9383_calculated,2.5613,1.3463,X,q,
RERGL|79785_calculated,2.5613,1.0869,12,p,
CYP4F3|4051_calculated,2.5606,3.8884,19,p,
AX746750|?_calculated,2.56,3.6572,,,
PPCDC|60490_calculated,2.5583,3.6837,15,q,
NKX6-1|4825_calculated,2.5579,0.455,4,q,
CYTL1|54360_calculated,2.5578,1.0104,4,p,16-
TSPY26P|128854_calculated,2.5577,1.1906,20,q,
PDIK1L|149420_calculated,2.5574,3.326,1,p,
HDAC9|9734_calculated,2.5546,1.8327,7,p,
TTR|7276_calculated,2.5541,9.9663,18,q,
ZNF823|55552_calculated,2.5527,3.4689,19,p,
ZNF792|126375_calculated,2.5526,2.52,19,q,
ZDHHC21|340481_calculated,2.5507,2.3697,9,p,
PARP11|57097_calculated,2.5497,2.0521,12,p,
HSPBAP1|79663_calculated,2.5495,2.2903,3,q,
MLN|4295_calculated,2.5492,1.3478,6,p,
KIAA0895L|653319_calculated,2.5484,2.4452,16,q,
PAPPA|5069_calculated,2.5476,1.6016,9,q,
KBTBD10|10324_calculated,2.5473,1.303,,,
TTC21B|79809_calculated,2.547,2.1277,2,q,
LYST|1130_calculated,2.547,1.5538,1,q,42.1-
GALNTL2|117248_calculated,2.5459,0.8329,,,
CASKIN1|57524_calculated,2.5455,3.8174,16,p,
ZNF432|9668_calculated,2.5453,2.3493,19,q,
BC045731|?|2of2_calculated,2.5452,2.6516,,,
WNT5B|81029_calculated,2.5451,3.283,12,p,
FKBPL|63943_calculated,2.5448,3.9451,6,p,
LOC283922|283922_calculated,2.544,1.6552,,,
CDH24|64403_calculated,2.5439,3.4342,14,q,
ZBTB34|403341_calculated,2.5423,2.1252,9,q,
ADAMTS15|170689_calculated,2.5385,1.204,11,q,
PUS7L|83448_calculated,2.538,2.7929,12,q,
TMEM163|81615_calculated,2.5378,4.0095,2,q,
METTL6|131965_calculated,2.5374,2.538,3,p,
C19orf80|55908_calculated,2.536,2.466,19,p,
IGSF9B|22997_calculated,2.5357,0.8048,11,q,
PLEKHH2|130271_calculated,2.5356,1.0328,2,p,
LRRC15|131578_calculated,2.5343,3.8863,3,q,
BEX5|340542_calculated,2.5339,3.1254,X,q,
TMEM143|55260_calculated,2.5326,2.6906,19,q,
CROCC|9696_calculated,2.5325,1.8598,1,p,
FAM18A|780776_calculated,2.531,2.7271,,,
NLN|57486_calculated,2.5309,3.8019,5,q,
SERHL|94009_calculated,2.5306,3.1573,22,q,13.2-
C20orf160|140706_calculated,2.5282,1.4595,,,
FAM47E|100129583_calculated,2.5278,2.2092,4,q,
AX747140|?_calculated,2.5223,2.2174,,,
BMP7|655_calculated,2.5222,5.4858,20,q,
PACRGL|133015_calculated,2.5192,2.5503,4,p,
AK097814|?_calculated,2.5182,1.6517,,,
PTPN22|26191_calculated,2.5176,2.3187,1,p,
ZNF7|7553_calculated,2.5174,2.7401,8,q,
ZNF202|7753_calculated,2.5174,2.7324,11,q,
PTGER3|5733_calculated,2.5172,0.705,1,p,
TTBK2|146057_calculated,2.5169,1.1046,15,q,
ITGB1BP2|26548_calculated,2.5167,0.3941,X,q,12.1-
TRPC1|7220_calculated,2.5165,0.5891,3,q,
GUSBP11|91316_calculated,2.5163,1.9341,22,q,
PTPN4|5775_calculated,2.5149,2.4014,2,q,
FRS3|10817_calculated,2.5137,2.5017,6,p,
DUSP27|92235_calculated,2.5124,2.6746,1,q,22-
GPATCH2|55105_calculated,2.5122,2.8363,1,q,
RUNX2|860_calculated,2.5116,2.3054,6,p,
GNG4|2786_calculated,2.5104,2.7981,1,q,
B3GAT2|135152_calculated,2.5094,2.2046,6,q,
DTNB|1838_calculated,2.5093,3.3089,2,p,
ZNF845|91664_calculated,2.5082,2.483,19,q,
ZNF814|730051_calculated,2.5064,1.9053,19,q,
BOK-AS1|100379249_calculated,2.5057,1.87,2,q,
MCM3AP-AS1|114044_calculated,2.5039,2.6717,21,q,
MEIS3|56917_calculated,2.5032,1.3724,19,q,
AX747586|?_calculated,2.5032,0.5532,,,
C1QTNF2|114898_calculated,2.5031,0.611,5,q,
ETNK2|55224_calculated,2.5024,2.45,1,q,
ZNF429|353088_calculated,2.5018,1.7206,19,p,
BC024732|?_calculated,2.5016,2.7979,,,
RBM24|221662_calculated,2.5004,0.3809,6,p,
ATXN7L1|222255_calculated,2.5,1.8037,7,q,
HEATR7A|727957|1of2_calculated,2.4986,3.5171,,,
MTPAP|55149_calculated,2.4974,2.7951,10,p,
BX647607|?_calculated,2.4968,2.0637,,,
DENND2C|163259_calculated,2.4966,2.9253,1,p,13.2-
HNRNPA1L2|144983_calculated,2.4952,2.0298,13,q,
APITD1-CORT|100526739_calculated,2.4951,3.8579,1,p,
SPAG4|6676_calculated,2.4946,4.9773,20,q,
CPNE8|144402_calculated,2.4941,1.5596,12,q,
E2F8|79733_calculated,2.494,5.557,11,p,
CHEK1|1111_calculated,2.494,5.2214,11,q,
LOC439990|439990_calculated,2.4928,3.6566,,,
CCRL1|51554_calculated,2.4921,3.2198,,,
MLH3|27030_calculated,2.4916,2.1527,14,q,
ZNF383|163087_calculated,2.4914,1.6849,19,q,
ANO5|203859_calculated,2.4909,0.8065,11,p,
AX746968|?|2of2_calculated,2.4887,1.3047,,,
ZNF175|7728_calculated,2.4876,1.6487,19,q,
DQ586890|?_calculated,2.4872,1.8763,,,
HRASLS2|54979_calculated,2.4864,9.0968,11,q,
MIR4641|100616178_calculated,2.4859,3.6206,6,p,
AK125500|?_calculated,2.4855,1.8142,,,
RAD18|56852_calculated,2.4851,3.5441,3,p,25-
IPPK|64768_calculated,2.4851,3.2134,9,q,
P2RX7|5027_calculated,2.4848,1.3798,12,q,
ATRIP|84126_calculated,2.4843,3.2342,3,p,24.3-
C9orf85|138241_calculated,2.4842,2.4122,9,q,
PNRC2|55629|2of2_calculated,2.4838,2.4371,1,p,
RINL|126432_calculated,2.4819,3.0685,19,q,
MAMLD1|10046_calculated,2.4817,1.1741,X,q,
POMT2|29954_calculated,2.4811,2.5784,14,q,
CBWD2|150472_calculated,2.4789,2.8434,2,q,
BC064339|?_calculated,2.4785,1.8229,,,
PARS2|25973_calculated,2.4776,3.637,1,p,
ZNF518B|85460_calculated,2.4771,1.3861,4,p,
C16orf79|283870_calculated,2.4756,3.2102,,,
PRCD|768206_calculated,2.4756,1.7235,17,q,
CAMKMT|79823_calculated,2.4745,3.5018,2,p,
ST8SIA4|7903_calculated,2.4743,1.8027,5,q,
CYP4F11|57834_calculated,2.4739,4.5812,19,p,
AKAP7|9465_calculated,2.4723,2.4316,6,q,
CRIPAK|285464_calculated,2.4722,2.1428,4,p,
CACHD1|57685_calculated,2.4719,2.1266,1,p,
C1orf95|375057_calculated,2.4718,0.3874,1,q,
AK296146|?_calculated,2.4712,1.9081,,,
EFCAB4B|84766_calculated,2.4711,2.3188,,,
AK096792|?_calculated,2.4702,1.132,,,
FNDC5|252995_calculated,2.4698,0.5136,1,p,
OLR1|4973_calculated,2.4694,2.8832,12,p,13.1-
CCR6|1235_calculated,2.4671,2.7208,6,q,
MTMR9LP|339483_calculated,2.4671,1.275,1,p,
CHST1|8534_calculated,2.467,1.8592,11,p,
KCNN3|3782_calculated,2.467,1.0763,1,q,
AK023040|?_calculated,2.4656,1.7414,,,
MNS1|55329_calculated,2.4654,3.1177,15,q,
FAIM|55179_calculated,2.4654,2.4966,3,q,
FGF18|8817_calculated,2.4643,1.846,5,q,
ARHGEF19|128272_calculated,2.4642,4.9231,1,p,
LINC00341|79686_calculated,2.464,0.9492,14,q,
FHL5|9457_calculated,2.4622,0.8688,6,q,16.1-
NKD2|85409_calculated,2.4606,5.0263,5,p,
ARSJ|79642_calculated,2.4606,2.0453,4,q,
CEP78|84131_calculated,2.46,3.1618,9,q,
FABP6|2172_calculated,2.4591,3.2513,5,q,23-
RGS12|6002_calculated,2.4554,2.4575,4,p,
POC1A|25886_calculated,2.4549,6.1817,3,p,
DPP6|1804_calculated,2.4544,0.1523,7,q,
CCDC146|57639_calculated,2.45,0.7099,7,q,
HAUS6|54801_calculated,2.4499,3.2282,9,p,
ADAMTS5|11096_calculated,2.4485,1.2835,21,q,
EFNA5|1946_calculated,2.448,1.7469,5,q,
CEACAM7|1087_calculated,2.4471,13.9262,19,q,
STARD9|57519_calculated,2.4469,0.5004,15,q,
HYAL3|8372_calculated,2.4468,2.769,3,p,
WDR5B|54554_calculated,2.4468,2.1972,3,q,
ZNF473|25888_calculated,2.4462,3.2844,19,q,
C12orf36|283422_calculated,2.4456,6.6489,12,p,
ZNF184|7738_calculated,2.4445,2.8367,6,p,
CENPL|91687_calculated,2.4442,4.1123,1,q,
RAB9B|51209_calculated,2.4442,0.3875,X,q,22.1-
MILR1|284021_calculated,2.4427,1.5269,17,q,
DQ584971|?|4of4_calculated,2.4412,1.2242,,,
S100A2|6273_calculated,2.4408,38.6339,1,q,
PALM3|342979_calculated,2.4407,4.0756,19,p,
X04930|?_calculated,2.439,2.2483,,,
PTPDC1|138639_calculated,2.4383,1.7201,9,q,
AY927512|?_calculated,2.4364,2.144,,,
PNMA2|10687_calculated,2.4353,1.8333,8,p,
AK000953|?_calculated,2.4349,2.0171,,,
MYO1G|64005_calculated,2.4348,2.1081,7,p,13-
EPHB6|2051_calculated,2.4315,3.0798,7,q,33-
TBC1D19|55296_calculated,2.4298,1.3303,4,p,
SIRT5|23408_calculated,2.4287,2.7116,6,p,
DCLRE1A|9937_calculated,2.4277,3.9029,10,q,
ZBTB8A|653121_calculated,2.4269,1.6382,1,p,
TNFSF9|8744_calculated,2.4268,6.0674,19,p,
GZMM|3004_calculated,2.4267,1.8194,19,p,
CEP85|64793_calculated,2.4265,4.3299,1,p,
C10orf137|26098_calculated,2.4247,2.3309,,,
UPK1B|7348_calculated,2.4246,4.7256,3,q,
CCDC73|493860_calculated,2.4243,2.8386,11,p,
CDC45|8318_calculated,2.4235,7.4008,22,q,
NPPC|4880_calculated,2.4224,0.5999,2,q,
NINL|22981_calculated,2.422,1.9928,20,p,11.22-
ZNF566|84924_calculated,2.4215,1.6227,19,q,
NKD1|85407_calculated,2.4214,7.7172,16,q,
SNORA81|677847_calculated,2.4213,2.6406,3,q,
FAM103A1|83640_calculated,2.4209,3.5134,15,q,
TMEM128|85013_calculated,2.4209,2.8988,4,p,
HTR1D|3352_calculated,2.4199,3.7257,1,p,36.3-
CCR10|2826_calculated,2.4195,1.8886,17,q,21.1-
HOXA2|3199_calculated,2.4188,0.688,7,p,
ADAMTS7|11173_calculated,2.4175,2.4478,15,q,
CENPM|79019_calculated,2.4174,7.2522,22,q,
RASGRP1|10125_calculated,2.4169,2.2461,15,q,
ZNF567|163081_calculated,2.4169,2.1701,19,q,
TFCP2L1|29842_calculated,2.4168,3.798,2,q,
NUFIP1|26747_calculated,2.4157,2.9676,13,q,
MSH5|4439_calculated,2.4147,2.9971,6,p,
C9orf156|51531_calculated,2.4147,2.5445,9,q,
LOC100507557|100507557_calculated,2.4125,1.693,,,
PTPRN|5798_calculated,2.4088,0.6352,2,q,35-
CENPA|1058_calculated,2.4082,6.7291,2,p,
CENPQ|55166_calculated,2.4082,3.3594,6,p,
FBXO27|126433_calculated,2.4074,1.9287,19,q,
ZNF232|7775_calculated,2.4067,2.9333,17,p,
ZNF248|57209_calculated,2.4062,1.4231,10,p,
MIR4664|100616318_calculated,2.4055,3.8512,8,,
FAM111B|374393_calculated,2.4043,5.7439,11,q,
CES3|23491_calculated,2.4037,6.3128,16,q,
MSI2|124540_calculated,2.4035,3.0555,17,q,
ZNF236|7776_calculated,2.4023,2.0645,18,q,22-
MIR3074|100422842_calculated,2.4022,0.9415,9,q,
TMEM234|56063_calculated,2.4021,2.8139,1,p,36.11-
BC013599|?_calculated,2.4016,2.1971,,,
BC042374|?_calculated,2.4004,2.1998,,,
CXCL6|6372_calculated,2.4,3.1094,4,q,
BC127192|?_calculated,2.4,2.2831,,,
AK055386|?_calculated,2.3993,0.1518,,,
FLJ10038|55056_calculated,2.3979,1.4144,,,
LAX1|54900_calculated,2.3977,1.8822,1,q,
NAT1|9_calculated,2.3961,3.9992,8,p,
KRT5|3852_calculated,2.3955,86.8048,12,q,
SFRP5|6425_calculated,2.3954,3.3375,10,q,
BC017347|?_calculated,2.3954,2.0781,,,
ZSWIM5|57643_calculated,2.3952,2.6724,1,p,
TRIM59|286827_calculated,2.3951,3.4677,3,q,
CLEC1A|51267_calculated,2.395,1.1412,12,p,
LINGO3|645191_calculated,2.3948,0.5968,19,p,
WBSCR27|155368_calculated,2.3947,4.3276,7,q,
LOC100505678|100505678_calculated,2.3942,1.3663,,,
LOC100505687|100505687_calculated,2.3938,2.2875,,,
PMS2|5395_calculated,2.3933,2.6549,7,p,
KLHL28|54813_calculated,2.3928,2.0595,14,q,
LOC646576|646576_calculated,2.3928,0.7121,,,
GPR176|11245_calculated,2.3921,1.7201,15,q,14-
TIAM2|26230_calculated,2.3918,2.3862,6,q,
ZNF614|80110_calculated,2.3911,1.8047,19,q,
SNORA24|677809_calculated,2.3901,3.3,4,q,
TDP1|55775_calculated,2.39,3.3599,14,q,
ZNF484|83744_calculated,2.389,1.8222,9,q,
PI15|51050_calculated,2.3886,0.9819,8,q,
GLB1L|79411_calculated,2.3884,2.9791,2,q,
ARAP2|116984_calculated,2.3872,2.8441,4,p,
LRRC23|10233_calculated,2.387,2.141,12,p,
SV2A|9900_calculated,2.387,1.1934,1,q,
AP4E1|23431_calculated,2.3862,2.0882,15,q,
NTM|50863_calculated,2.3857,1.6528,11,q,
VWA7|80737_calculated,2.3854,3.5411,6,p,
ETV1|2115_calculated,2.3849,1.7682,7,p,
LINC00174|285908_calculated,2.3848,1.8586,7,q,
ATP9B|374868_calculated,2.3846,2.3307,18,q,
ZNF780B|163131_calculated,2.3844,1.5938,19,q,
EDN3|1908_calculated,2.3837,3.4392,20,q,13.2-
C12orf66|144577_calculated,2.3836,3.1301,12,q,
TMEM79|84283_calculated,2.3831,5.2302,1,q,
PTGFR|5737_calculated,2.3826,0.4554,1,p,
KIF26B|55083_calculated,2.3815,2.7885,1,q,
ZMYM1|79830_calculated,2.3803,2.2105,1,p,
SERAC1|84947_calculated,2.3796,2.4635,6,q,
AFF3|3899_calculated,2.3788,0.4508,2,q,11.2-
CCZ1B|221960_calculated,2.3778,2.8653,7,p,
MAP1LC3B2|643246_calculated,2.3776,2.5201,12,q,
TRIM16L|147166_calculated,2.3757,2.6166,17,p,
AK056623|?_calculated,2.375,1.5714,,,
GPR114|221188_calculated,2.3715,3.0923,16,q,
PCDHB4|56131_calculated,2.3712,0.7455,5,q,
NR1I2|8856_calculated,2.3709,3.1625,3,q,12-
RAB3IP|117177_calculated,2.3696,4.1208,12,q,
FBXO41|150726_calculated,2.3696,2.5106,2,p,
FMN1|342184|1of2_calculated,2.3692,2.5161,15,q,
CCNJ|54619_calculated,2.3675,2.9431,10,q,
IRAK3|11213_calculated,2.3671,2.1869,12,q,
CXorf23|256643_calculated,2.3671,1.6912,X,p,
NDUFAF6|137682_calculated,2.3668,3.5576,8,q,
BBS9|27241_calculated,2.3664,1.6748,7,p,
ZSCAN16|80345_calculated,2.3659,3.0038,6,p,
RAD52|5893_calculated,2.3657,1.614,12,p,13-
CHADL|150356_calculated,2.3625,1.6999,22,q,
KCNB1|3745_calculated,2.3621,0.1927,20,q,
TFB1M|51106_calculated,2.3619,2.9351,6,q,25.1-
AK055458|?_calculated,2.3619,2.6466,,,
RNF8|9025_calculated,2.3613,2.668,6,p,
C1orf96|126731_calculated,2.3612,3.0726,,,
INE2|8551_calculated,2.361,1.1136,X,p,
ZNF415|55786_calculated,2.3606,1.0341,19,q,
SDK1|221935_calculated,2.3603,1.7167,7,p,
UGT1A1|54658_calculated,2.3589,6.9883,2,q,
PCYOX1L|78991_calculated,2.3575,2.2796,5,q,
C12orf73|728568_calculated,2.3563,3.1017,12,q,
NFXL1|152518_calculated,2.356,3.3581,4,p,
BC035889|?_calculated,2.3557,1.1661,,,
THAP6|152815_calculated,2.3526,2.0811,4,q,
LOC100130015|100130015_calculated,2.3521,2.8908,,,
PPIP5K1|9677|1of2_calculated,2.3521,2.8739,15,q,
CDCA3|83461_calculated,2.3519,6.3556,12,p,
SLC4A11|83959_calculated,2.3498,5.9608,20,p,
LOC407835|407835_calculated,2.3498,3.2788,,,
LOC100126784|100126784_calculated,2.3495,0.4576,,,
ARHGDIG|398_calculated,2.3492,2.691,16,p,
ARHGAP5-AS1|84837_calculated,2.3485,2.3704,14,q,
RTN4IP1|84816_calculated,2.3479,3.9879,6,q,
C10orf88|80007_calculated,2.3468,2.6509,10,q,
TTC12|54970_calculated,2.3459,2.3401,11,q,
WISP2|8839_calculated,2.3458,0.7749,20,q,
ZNF367|195828_calculated,2.3457,4.3122,9,q,
C3orf80|401097_calculated,2.3456,1.7371,3,q,
DQ596940|?_calculated,2.3445,2.7081,,,
SLC8A2|6543_calculated,2.3434,0.2663,19,q,
APOBEC3B|9582_calculated,2.3429,4.8114,22,q,13.1-
AK025726|?_calculated,2.3416,1.698,,,
GPR132|29933_calculated,2.3412,1.7051,14,q,
ZC3H6|376940_calculated,2.3406,0.9963,2,q,
ASPHD2|57168_calculated,2.3397,4.8608,22,q,
KIAA0408|9729_calculated,2.3391,0.349,6,q,
PRSS1|5644_calculated,2.3384,14.4705,7,q,
TANC2|26115_calculated,2.3377,1.9472,17,q,
GPAM|57678_calculated,2.3366,2.0241,10,q,
PRR4|11272_calculated,2.336,15.1008,12,p,
C11orf92|399948_calculated,2.336,2.5697,,,
CCDC74A|90557_calculated,2.3359,2.2763,2,q,
CALY|50632_calculated,2.3356,0.6892,10,q,
ZC4H2|55906_calculated,2.3343,1.6587,X,q,
DZIP3|9666_calculated,2.3343,1.5589,3,q,
GTSE1|51512_calculated,2.3338,5.6351,22,q,13.2-
LOC339803|339803_calculated,2.3336,1.4952,,,
AK307192|?_calculated,2.3334,4.2374,,,
SDHAP3|728609|2of2_calculated,2.3326,1.7607,5,p,
MTRF1|9617_calculated,2.3318,2.6644,13,q,14.1-
CHAC2|494143_calculated,2.3316,4.3914,2,p,
DQ586608|?_calculated,2.33,2.9221,,,
ENOX1|55068_calculated,2.3294,0.6637,13,q,
MAPT|4137_calculated,2.3291,0.519,17,q,
DGKE|8526_calculated,2.3275,1.5035,17,q,
LRRC37B|114659_calculated,2.3272,1.8886,17,q,
GORAB|92344_calculated,2.3253,2.3722,1,q,
AFG3L1P|172|1of2_calculated,2.3246,2.3829,16,q,
ODF2L|57489_calculated,2.3232,2.0395,1,p,
PHOSPHO2|493911_calculated,2.322,2.1235,2,q,
P2RY13|53829_calculated,2.3219,1.8745,3,q,
B3GALTL|145173_calculated,2.321,1.9807,13,q,
DOCK4|9732_calculated,2.3205,1.4968,7,q,
MIR3665|100500861_calculated,2.3203,1.7077,13,,
BRCA1|672_calculated,2.3199,3.6188,17,q,
ZNF180|7733_calculated,2.3193,2.6219,19,q,
CDRT4|284040_calculated,2.3192,2.1156,17,p,
SIM2|6493_calculated,2.3191,5.4131,21,q,
ADH1A|124_calculated,2.3188,0.7449,4,q,
CHTF18|63922_calculated,2.3182,4.7278,16,p,
CACNG4|27092_calculated,2.3176,1.7394,17,q,
ZNF774|342132_calculated,2.3169,1.8012,15,q,
E2F6|1876_calculated,2.3167,2.7323,2,p,
HLA-L|3139_calculated,2.3166,3.998,6,p,
FAM150A|389658_calculated,2.3155,1.2555,8,q,
F8|2157_calculated,2.315,0.8601,X,q,
COL9A3|1299_calculated,2.3112,9.8655,20,q,
CLCA1|1179_calculated,2.3102,15.5374,1,p,
STXBP6|29091_calculated,2.3095,1.783,14,q,
SRPK3|26576_calculated,2.3092,1.1783,X,q,
GPR27|2850_calculated,2.3066,1.2978,3,p,21-
SIDT1|54847_calculated,2.306,2.0834,3,q,
KLHDC1|122773_calculated,2.3053,0.769,14,q,
KIAA1958|158405_calculated,2.3043,2.8869,9,q,
LOC100129917|100129917_calculated,2.3043,1.6107,,,
GIPC3|126326_calculated,2.3043,1.5426,19,p,
EXOC6B|23233_calculated,2.3036,1.7142,2,p,
SUPT3H|8464_calculated,2.3033,2.1357,6,p,21.1-
CDADC1|81602_calculated,2.3016,1.8015,13,q,
LOC100288198|100288198_calculated,2.3013,2.4239,,,
C2orf70|339778_calculated,2.3012,3.5227,2,p,
ZNF557|79230_calculated,2.2998,1.688,19,p,
FHDC1|85462_calculated,2.2991,3.4503,4,q,
LOC100131733|100131733_calculated,2.2976,2.9021,,,
TMEM86B|255043_calculated,2.2972,3.3638,19,q,
STIL|6491_calculated,2.2969,4.8604,1,p,
CEP76|79959_calculated,2.2965,3.0043,18,p,
TMEM130|222865_calculated,2.2963,0.717,7,q,
C16orf52|730094_calculated,2.2962,1.5895,16,p,
AK055370|?_calculated,2.2948,0.6087,,,
BC127858|?_calculated,2.2942,2.5124,,,
FANCE|2178_calculated,2.2937,3.6687,6,p,22-
ZNF707|286075_calculated,2.2926,2.7251,8,q,
DQ583079|?_calculated,2.2925,2.0526,,,
MSI1|4440_calculated,2.2923,3.3368,12,q,
KCP|375616_calculated,2.2909,3.2064,7,q,
BC042032|?_calculated,2.2906,1.5445,,,
LOC100134229|100134229_calculated,2.2883,3.6067,,,
BC014180|?_calculated,2.2874,1.6403,,,
PTPN13|5783_calculated,2.2857,1.06,4,q,
AK289390|?_calculated,2.2856,4.5316,,,
AGPAT9|84803_calculated,2.2854,3.9902,4,q,
NFAM1|150372_calculated,2.2847,2.2506,22,q,
PCDHB13|56123_calculated,2.2841,1.6932,5,q,
ASIC1|41_calculated,2.2833,2.0132,12,q,
PMS2P3|5387_calculated,2.2831,1.8716,7,q,
BC017209|?_calculated,2.2817,1.9367,,,
SnoU13|?|2of4_calculated,2.2805,0.9141,,,
PLCL1|5334_calculated,2.28,0.6396,2,q,
FAM133B|257415_calculated,2.2792,2.7819,7,q,
SNORD49A|26800_calculated,2.2791,4.0442,17,p,
METTL15|196074_calculated,2.2781,2.5422,11,p,
BC070118|?_calculated,2.2781,0.8169,,,
HAS2|3037_calculated,2.2761,1.5632,8,q,
DOK5|55816_calculated,2.2757,1.0118,20,q,
LOC100506083|100506083_calculated,2.2745,2.5638,,,
KAZALD1|81621|1of2_calculated,2.272,3.7626,10,q,
SLC1A3|6507_calculated,2.2713,2.4017,5,p,
FAM59B|150946_calculated,2.2712,1.4877,,,
RNF180|285671_calculated,2.2701,0.5611,5,q,
CELSR3|1951_calculated,2.2694,3.4135,3,p,
ZNF503-AS2|100131213_calculated,2.2686,1.9398,10,q,
SYN1|6853_calculated,2.2686,1.1954,X,p,
