gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
PLLP|51090_calculated,16.5586,40.0331,16,q,
NOSIP|51070_calculated,16.5547,23.4147,19,q,
PTPN6|5777_calculated,16.5547,20.2242,12,p,
C9orf89|84270_calculated,16.5484,21.4565,9,q,
TMOD1|7111_calculated,16.5375,4.5269,9,q,
DL490307|?_calculated,16.5286,12.5267,,,
KPNA6|23633_calculated,16.5242,13.9876,1,p,
WDR45|11152_calculated,16.5215,14.6099,X,p,
CLIP2|7461_calculated,16.5202,18.1158,7,q,
TMEM203|94107_calculated,16.5159,20.2353,9,q,
ARFGAP3|26286_calculated,16.51,20.9852,22,q,
ATF7|11016_calculated,16.5085,10.6867,12,q,
NFIL3|4783_calculated,16.5071,11.2808,9,q,
NMRAL1|57407_calculated,16.4902,23.6316,16,p,
SRP54|6729_calculated,16.4896,21.9314,14,q,
GSTT1|2952_calculated,16.4823,20.7919,22,q,
TCTA|6988_calculated,16.482,18.8941,3,p,
SIRT2|22933_calculated,16.4808,17.4386,19,q,
COMMD7|149951_calculated,16.4782,21.5407,20,q,
TAF13|6884_calculated,16.4781,15.9257,1,p,
AK1|203_calculated,16.4758,18.3916,9,q,
DNTTIP2|30836_calculated,16.4743,17.5571,1,p,
PRKAR2A|5576_calculated,16.4686,14.3687,3,p,21.3-
RANBP3|8498_calculated,16.4605,14.2916,19,p,
PPP1R35|221908_calculated,16.4598,23.1599,7,q,
GTPBP1|9567_calculated,16.458,16.5553,22,q,
AFF4|27125_calculated,16.4414,11.5602,5,q,
ZNF385A|25946_calculated,16.4397,17.8959,12,q,
CEBPZ|10153_calculated,16.437,17.1931,2,p,
KIAA0368|23392_calculated,16.4353,16.0164,9,q,
CSNK1E|1454_calculated,16.4325,15.0633,22,q,
NSRP1|84081_calculated,16.431,12.748,17,q,
MRPL43|84545_calculated,16.4283,20.7166,10,q,
IFRD2|7866_calculated,16.4249,26.1122,3,p,
ARL5A|26225_calculated,16.4185,15.4772,2,q,
VAMP7|6845_calculated,16.4114,17.5756,X,q,28 and Y
SMG7|9887_calculated,16.3969,20.7348,1,q,
ENTPD6|955_calculated,16.3864,28.84,20,p,
ADIPOR2|79602_calculated,16.3783,21.3028,12,p,
C8orf33|65265_calculated,16.3758,23.214,8,q,
EPB41L2|2037_calculated,16.374,10.5733,6,q,
CMC1|152100_calculated,16.368,21.4068,3,p,
STK39|27347_calculated,16.3634,21.6722,2,q,
DDRGK1|65992_calculated,16.3625,26.0019,20,p,
ABHD4|63874_calculated,16.3617,17.663,14,q,
PSD|5662_calculated,16.3615,1.5002,10,q,
RSPO3|84870_calculated,16.3592,3.3828,6,q,
C7orf25|79020_calculated,16.355,23.0228,7,p,
LAMP2|3920_calculated,16.3526,18.5414,X,q,24-
SLC10A3|8273_calculated,16.3472,20.6701,X,q,
ARPC5L|81873_calculated,16.3469,25.3138,9,q,
ZNF384|171017_calculated,16.3337,18.2686,12,p,
VHL|7428_calculated,16.3195,16.7101,3,p,
RPA1|6117_calculated,16.3181,17.8793,17,p,
DNAJA3|9093_calculated,16.3103,23.7895,16,p,
GSDMB|55876_calculated,16.3074,37.8458,17,q,
KIAA0391|9692_calculated,16.3014,23.6075,14,q,
GTF3C1|2975_calculated,16.2954,15.9654,16,p,
MAFK|7975_calculated,16.2953,15.7455,7,p,
ZNF428|126299_calculated,16.2953,14.6572,19,q,
TMEM2|23670_calculated,16.2949,21.6233,9,q,
ZNRD1|30834_calculated,16.2946,22.7286,6,p,
FNDC3B|64778_calculated,16.29,15.7104,3,q,
CHPF2|54480_calculated,16.2892,19.8329,7,q,
TINF2|26277_calculated,16.2826,14.9192,14,q,
EBPL|84650_calculated,16.2804,26.5843,13,q,12-
SGSM3|27352_calculated,16.2748,22.204,22,q,13.1-
CMAS|55907_calculated,16.2707,24.02,12,p,
MRP63|78988_calculated,16.2616,22.6079,,,
GNAI3|2773_calculated,16.2598,19.6535,1,p,
CCDC92|80212_calculated,16.2597,10.216,12,q,
NDUFV3|4731_calculated,16.2595,15.5461,21,q,
ARHGAP35|2909_calculated,16.2586,14.1047,19,q,
ERP44|23071_calculated,16.2574,21.9944,9,q,
CHCHD1|118487_calculated,16.2551,22.0035,10,q,
KRAS|3845_calculated,16.2536,18.2482,12,p,
NT5C2|22978_calculated,16.251,17.6666,10,q,
PDE5A|8654_calculated,16.2509,4.5595,4,q,
PDS5A|23244_calculated,16.2348,18.9533,4,p,
RAB9A|9367_calculated,16.2221,17.6363,X,p,
C3orf37|56941_calculated,16.2213,22.7005,,,
PAPSS1|9061_calculated,16.2035,22.251,4,q,
MRPL21|219927_calculated,16.2008,24.0997,11,q,
NUP98|4928_calculated,16.1826,17.9399,11,p,
RPL36A-HNRNPH2|100529097_calculated,16.1812,17.9275,X,q,
CRYZ|1429_calculated,16.1807,19.2847,1,p,
DOK4|55715_calculated,16.177,26.4253,16,q,
LIMS1|3987_calculated,16.1749,14.538,2,q,
STK11|6794_calculated,16.1722,18.5305,19,p,
TNS4|84951_calculated,16.1631,51.9481,17,q,
CLN6|54982_calculated,16.1528,28.5418,15,q,
NCOA1|8648_calculated,16.1466,11.3154,2,p,
EPHB2|2048_calculated,16.1413,23.3946,1,p,36.1-
C7orf23|79161_calculated,16.136,18.2981,,,
CLDN2|9075_calculated,16.1308,35.0924,X,q,22.3-
BFAR|51283_calculated,16.128,19.5221,16,p,
DAXX|1616_calculated,16.1202,21.4215,6,p,
SLC25A4|291_calculated,16.1116,7.2656,4,q,
NACC2|138151_calculated,16.1096,5.4578,9,q,
IVNS1ABP|10625_calculated,16.1092,21.8717,1,q,25.1-
MTHFD1|4522_calculated,16.1064,26.1861,14,q,
PIGF|5281_calculated,16.106,17.3004,2,p,21-
NT5E|4907_calculated,16.0969,14.377,6,q,14-
FLYWCH2|114984_calculated,16.0919,16.0504,16,p,
BMPR2|659_calculated,16.0914,9.5981,2,q,33-
NUDCD3|23386_calculated,16.0905,15.0964,7,p,13-
FTO|79068_calculated,16.0903,9.4741,16,q,
HNF4A|3172_calculated,16.0899,30.8981,20,q,
SS18|6760_calculated,16.0897,16.1809,18,q,
ZBED1|9189_calculated,16.0852,16.7305,X,p,22.33 and Y
G0S2|50486_calculated,16.0813,17.6703,1,q,
ATP6V1B2|526_calculated,16.0808,19.1807,8,p,
DAAM2|23500_calculated,16.0799,3.1285,6,p,
INO80B|83444_calculated,16.0728,19.6772,2,p,
SIAH2|6478_calculated,16.0706,19.0274,3,q,
PNPLA6|10908_calculated,16.0675,16.4145,19,p,
POGK|57645_calculated,16.0642,18.9291,1,q,
ARIH1|25820_calculated,16.0535,14.4949,15,q,
BC127952|?_calculated,16.0507,9.9429,,,
ZBTB38|253461_calculated,16.0484,10.4378,3,q,
SECTM1|6398_calculated,16.0457,33.7318,17,q,
HDDC2|51020_calculated,16.0389,19.8514,6,q,13-
PMF1-BGLAP|100527963_calculated,16.0339,21.6247,1,q,
SART1|9092_calculated,16.0234,17.7533,11,q,
APOL6|80830_calculated,16.0219,18.7673,22,q,
PLEKHA1|59338_calculated,16.0205,16.9295,10,q,
TEAD1|7003_calculated,16.0204,6.3768,11,p,
VPREB3|29802_calculated,16.0195,8.667,22,q,
PPP1R1A|5502_calculated,16.0167,1.5148,12,q,
EIF1AX|1964_calculated,16.0154,19.041,X,p,
CFDP1|10428_calculated,16.0137,17.6367,16,q,22.2-
PPP3CB|5532_calculated,16.0119,9.5657,10,q,
ADAM10|102_calculated,16.0114,20.2342,15,q,
PGAM1|5223_calculated,16.0091,20.1501,10,q,
TP53I13|90313_calculated,15.9916,22.2134,17,q,
ACO1|48_calculated,15.9916,17.4725,9,p,
EPS15|2060_calculated,15.9883,12.2756,1,p,
SPI1|6688_calculated,15.9882,18.7662,11,p,12-
NIPA2|81614_calculated,15.9833,21.4473,15,q,
HLA-DQA1|3117|1of2_calculated,15.9815,20.1399,6,p,
C11orf9|745_calculated,15.98,29.5945,,,
NTPCR|84284_calculated,15.9782,19.6121,1,q,
CWC15|51503_calculated,15.9714,18.2339,11,q,
ASH2L|9070_calculated,15.9685,17.1588,8,p,
FUNDC2|65991_calculated,15.9677,13.1652,X,q,
C16orf72|29035_calculated,15.9674,13.1846,16,p,
PPP1R2|5504_calculated,15.9672,14.2673,3,q,
WBP1L|54838_calculated,15.9652,11.1057,10,q,
TNFAIP8L1|126282_calculated,15.9599,8.8504,19,p,
ANGPTL1|9068_calculated,15.9536,1.2136,1,q,
MESDC1|59274_calculated,15.9532,23.7546,15,q,
RBMX2|51634_calculated,15.953,17.8588,X,q,
EIF4EBP3|8637_calculated,15.9518,16.672,5,q,
FOLR2|2350_calculated,15.9478,9.6294,11,q,13.3-
NUMB|8650_calculated,15.9472,16.9167,14,q,
C5orf24|134553_calculated,15.9465,11.6696,5,q,
ITPRIPL2|162073_calculated,15.9448,12.4949,16,p,
RPRD2|23248_calculated,15.9379,13.5042,1,q,
RAB20|55647_calculated,15.9295,23.271,13,q,
KPNA3|3839_calculated,15.927,14.7573,13,q,
MRPL52|122704_calculated,15.9254,26.3095,14,q,
SKAP2|8935_calculated,15.9247,11.8705,7,p,
PHLDB1|23187_calculated,15.9195,7.5218,11,q,
NUDCD2|134492_calculated,15.9184,17.7856,5,q,
AF520792|?|1of2_calculated,15.907,12.4538,,,
MYLIP|29116_calculated,15.9056,9.9162,6,p,23-
SEPT10|151011_calculated,15.8987,12.4127,2,q,
MRPL15|29088_calculated,15.8944,27.8096,8,q,11.2-
DNAJC1|64215_calculated,15.8927,20.8515,10,p,
PIGS|94005_calculated,15.8908,21.7404,17,p,
RFX5|5993_calculated,15.8827,16.9893,1,q,
AK023178|?_calculated,15.8811,27.2861,,,
SIRPA|140885_calculated,15.8781,15.5102,20,p,
ZNF706|51123_calculated,15.8779,24.1519,8,q,
EXOSC5|56915_calculated,15.8756,29.0291,19,q,
MEAF6|64769_calculated,15.868,14.9059,1,p,35.3-
CLCN7|1186_calculated,15.8655,17.6492,16,p,
EFHA1|221154_calculated,15.8632,19.7888,,,
GBP4|115361_calculated,15.863,24.3433,1,p,
PSMA2|5683_calculated,15.8624,22.6131,7,p,
GLRX3|10539_calculated,15.8588,23.1497,10,q,
DUOX2|50506_calculated,15.8516,27.9337,15,q,15.3-
RDH10|157506_calculated,15.8509,16.7097,8,q,
DENND2D|79961_calculated,15.848,21.7997,1,p,
HES4|57801_calculated,15.8363,15.8296,1,p,
UGCG|7357_calculated,15.8303,13.3437,9,q,
TBC1D20|128637_calculated,15.8256,13.5755,20,p,
TSC2|7249_calculated,15.8215,12.7515,16,p,
STK38L|23012_calculated,15.8195,12.8351,12,p,
TGFBR3|7049_calculated,15.8164,4.1645,1,p,33-
KRT17|3872_calculated,15.8158,78.1857,17,q,
INTS10|55174_calculated,15.8098,21.2624,8,p,
PHF5A|84844_calculated,15.8078,23.0955,22,q,
IDH3A|3419_calculated,15.8061,22.8416,15,q,25.1-
PES1|23481_calculated,15.802,24.4289,22,q,
ADRA2A|150_calculated,15.7959,12.7376,10,q,
PRKCD|5580_calculated,15.793,25.3556,3,p,
CECR1|51816_calculated,15.7912,12.5972,22,q,
RNF44|22838_calculated,15.7906,18.5431,5,q,
NDRG3|57446_calculated,15.7904,20.2893,20,q,11.21-
NXF1|10482_calculated,15.7888,14.871,11,q,12-
LUC7L2|51631_calculated,15.7869,16.8271,7,q,
POPDC2|64091_calculated,15.7815,1.6414,3,q,
RAMP3|10268_calculated,15.78,8.4046,7,p,13-
MED15|51586_calculated,15.7752,17.7081,22,q,
CIAO1|9391_calculated,15.7725,19.0461,2,q,11.1-
MFSD12|126321_calculated,15.7678,22.8104,19,p,
IMPA2|3613_calculated,15.7636,26.5723,18,p,
HNRNPU-AS1|284702_calculated,15.7527,12.1717,1,q,
FTSJ1|24140_calculated,15.7522,22.8396,X,p,
UBE2K|3093_calculated,15.7496,18.5564,4,p,
TUBG1|7283_calculated,15.7489,27.4853,17,q,
INSR|3643_calculated,15.7423,12.0027,19,p,13.3-
PRKD2|25865_calculated,15.7383,19.8917,19,q,
POF1B|79983_calculated,15.7295,28.6697,X,q,
SRSF8|10929_calculated,15.7215,14.4094,11,q,
DDX54|79039_calculated,15.7199,23.0866,12,q,
FNDC3A|22862_calculated,15.7152,13.786,13,q,
CCDC101|112869_calculated,15.7063,13.6012,16,p,
PRPS1|5631_calculated,15.7056,16.1901,X,q,
CLEC14A|161198_calculated,15.7036,8.2227,14,q,
WWP1|11059_calculated,15.6999,16.6027,8,q,
CAMTA2|23125_calculated,15.6948,11.7322,17,p,
DEDD|9191_calculated,15.6904,17.3375,1,q,
SEC63|11231_calculated,15.6873,13.6495,6,q,
GPR183|1880_calculated,15.6869,7.9517,13,q,
DEGS2|123099_calculated,15.6868,36.9825,14,q,
CAMLG|819_calculated,15.6818,11.5286,5,q,
C16orf58|64755_calculated,15.6809,20.1584,16,p,
TAOK3|51347_calculated,15.6803,15.0409,12,q,
LMNB2|84823_calculated,15.678,31.3004,19,p,
KIAA0247|9766_calculated,15.6609,13.6977,14,q,
APOL2|23780_calculated,15.6585,20.6613,22,q,
PPP6R3|55291_calculated,15.6576,16.555,11,q,
RFXANK|8625_calculated,15.6541,23.9719,19,p,
TTLL12|23170_calculated,15.6481,30.716,22,q,
ESRRA|2101_calculated,15.6468,28.8543,11,q,
APOA1|335_calculated,15.6441,148.6516,11,q,23-
DHX15|1665_calculated,15.6429,22.3057,4,p,
MPRIP|23164_calculated,15.6322,10.7037,17,p,
CPXM1|56265_calculated,15.6279,7.1698,20,p,
TJP3|27134_calculated,15.6267,29.5127,19,p,
DIMT1|27292_calculated,15.6215,15.4967,5,q,
KIAA1161|57462_calculated,15.6204,14.696,9,p,
RBM6|10180_calculated,15.6191,11.1979,3,p,
PITHD1|57095_calculated,15.619,19.296,1,p,
BAG1|573_calculated,15.6151,20.1681,9,p,
USP9X|8239_calculated,15.6139,14.5955,X,p,
GNB4|59345_calculated,15.6051,6.1025,3,q,
PKD2|5311_calculated,15.6049,4.5249,4,q,
PHF10|55274_calculated,15.5911,10.8987,6,q,
MS4A1|931_calculated,15.5826,4.0955,11,q,12-
B3GNT1|11041_calculated,15.5805,12.6341,11,q,
SCRG1|11341_calculated,15.5786,1.4252,4,q,
TYMS|7298_calculated,15.5754,36.5656,18,p,11.31-
PITRM1|10531_calculated,15.5717,16.3914,10,p,
MYO18A|399687_calculated,15.5698,17.5575,17,q,
RNASEH2C|84153_calculated,15.5697,14.7396,11,q,
TMEM129|92305_calculated,15.5661,16.5229,4,p,
TMEM140|55281_calculated,15.5533,15.6726,7,q,
ESAM|90952_calculated,15.5526,13.9138,11,q,
NEO1|4756_calculated,15.5512,14.0552,15,q,22.3-
TRPM4|54795_calculated,15.5463,19.5405,19,q,
RELB|5971_calculated,15.5463,17.6381,19,q,
PPP3CA|5530_calculated,15.5454,14.576,4,q,
CNP|1267_calculated,15.5414,18.7602,17,q,
SNORD17|692086_calculated,15.5351,11.8362,20,p,
RNF4|6047_calculated,15.5306,17.9812,4,p,
GTPBP2|54676_calculated,15.5305,18.5354,6,p,
ATP5SL|55101_calculated,15.5286,19.9216,19,q,
TRIM56|81844_calculated,15.5278,14.8672,7,q,
KRTCAP3|200634_calculated,15.5267,36.0172,2,p,
DNAJC5|80331_calculated,15.5188,19.7856,20,q,
RAB11FIP1|80223_calculated,15.5138,24.6579,8,p,
BCAR1|9564_calculated,15.5023,24.3835,16,q,22-
TUBB2A|7280|2of2_calculated,15.4961,19.9547,6,p,
CELF1|10658_calculated,15.4889,13.0807,11,p,
BAZ2A|11176_calculated,15.4885,16.7628,12,q,
ASCC2|84164_calculated,15.4808,22.3611,22,q,
TRPT1|83707_calculated,15.4774,20.4016,11,q,
PLAC9|219348_calculated,15.4734,4.6723,10,q,
ARID5B|84159_calculated,15.4697,9.6815,10,q,
LOC100505633|100505633_calculated,15.4679,34.4873,,,
DR1|1810_calculated,15.4631,17.414,1,p,
UFM1|51569_calculated,15.4624,18.8453,13,q,
PSMA5|5686_calculated,15.4621,26.1358,1,p,
MRPS12|6183_calculated,15.4616,30.9769,19,q,13.1-
C1orf122|127687_calculated,15.4531,19.5103,1,p,
CNOT8|9337_calculated,15.452,15.4941,5,q,31-
C11orf73|51501_calculated,15.4484,14.0017,11,q,
XRCC1|7515_calculated,15.4406,18.5171,19,q,
CTBP2|1488_calculated,15.439,18.7492,10,q,
SREBF1|6720_calculated,15.438,26.882,17,p,
ORMDL2|29095_calculated,15.4367,26.3311,12,q,
ARAP1|116985_calculated,15.4327,13.6501,11,q,
PLSCR3|57048_calculated,15.4325,14.1538,17,p,
PPP6C|5537_calculated,15.4236,15.9716,9,q,
SLC30A9|10463_calculated,15.4221,17.6619,4,p,
TMEM111|55831_calculated,15.4219,18.5829,,,
FUBP3|8939_calculated,15.4202,15.0301,9,q,
NT5C3|51251_calculated,15.4201,23.4155,,,
MXD3|83463_calculated,15.416,28.6166,5,q,
LOC100506649|100506649_calculated,15.4139,17.5225,,,
METTL11A|28989_calculated,15.403,22.3493,,,
HCLS1|3059_calculated,15.402,12.3907,3,q,
POLG|5428_calculated,15.3962,15.5269,15,q,
SP2|6668_calculated,15.3942,14.955,17,q,21.3-
EIF4G3|8672_calculated,15.3911,11.9277,1,p,
SMPD1|6609_calculated,15.3821,13.2825,11,p,15.4-
TMEM204|79652_calculated,15.3791,8.9043,16,p,
NDUFAF2|91942_calculated,15.3765,14.9973,5,q,
SPNS2|124976_calculated,15.3644,22.4121,17,p,
APCDD1|147495_calculated,15.3634,27.58,18,p,
C1orf31|388753_calculated,15.3577,27.8762,,,
FUCA2|2519_calculated,15.3557,22.6066,6,q,
CUX1|1523_calculated,15.3556,12.0451,7,q,
C12orf35|55196_calculated,15.3491,12.7965,,,
TAF1D|79101|2of2_calculated,15.3484,20.3514,11,q,
MIR568|693153_calculated,15.3431,4.4303,3,,
LOC113386|?_calculated,15.3428,21.9792,,,
LY96|23643_calculated,15.3259,11.7464,8,q,
PCYT1A|5130_calculated,15.3227,16.6775,3,q,
NISCH|11188_calculated,15.3155,9.2153,3,p,
LYPD2|137797_calculated,15.3118,41.162,8,q,
TJP2|9414_calculated,15.3113,17.2137,9,q,13-
MRPL11|65003_calculated,15.3066,23.2259,11,q,
KRR1|11103_calculated,15.2996,14.1222,12,q,
LEMD2|221496_calculated,15.2983,19.8483,6,p,
ADCY5|111_calculated,15.2956,1.9046,3,q,
PPID|5481_calculated,15.2927,19.372,4,q,
ODF3B|440836_calculated,15.2895,16.83,22,q,
EIF2B2|8892_calculated,15.2892,20.64,14,q,
MED8|112950_calculated,15.2782,20.1449,1,p,
TSHZ1|10194_calculated,15.2747,6.9869,18,q,
EXOSC1|51013_calculated,15.274,18.571,10,q,
IFNAR1|3454_calculated,15.2733,13.1176,21,q,
TCEB1|6921_calculated,15.2669,21.0483,8,q,
CTNNAL1|8727_calculated,15.2633,10.1303,9,q,
BAIAP2L2|80115_calculated,15.2457,31.3779,22,q,
PLCG1|5335_calculated,15.2449,12.4708,20,q,12-
KPNA4|3840_calculated,15.2397,13.0211,3,q,
BIRC3|330_calculated,15.2342,19.3916,11,q,
SLC27A4|10999_calculated,15.2299,25.1706,9,q,
NEDD9|4739_calculated,15.2299,14.3375,6,p,25-
CUL1|8454_calculated,15.2235,14.8754,7,q,
PDZD8|118987_calculated,15.223,21.0626,10,q,
TOR3A|64222_calculated,15.2056,24.8948,1,q,
UBE2S|27338_calculated,15.2034,37.6041,19,q,
ATXN7L3|56970_calculated,15.1991,20.4685,17,q,
PI16|221476_calculated,15.199,2.7378,6,p,
TRIM26|7726_calculated,15.1968,18.8758,6,p,
C14orf119|55017_calculated,15.1945,18.4933,14,q,
MTHFD2|10797_calculated,15.1933,33.4905,2,p,
PAFAH1B2|5049_calculated,15.1867,17.477,11,q,
FAM176B|55194_calculated,15.1858,12.7234,,,
GALNT12|79695_calculated,15.184,17.319,9,q,
ISCA1|81689_calculated,15.1837,11.943,9,q,
PARP10|84875_calculated,15.1704,20.8001,8,q,
KDSR|2531_calculated,15.1689,13.5566,18,q,
ITIH5|80760_calculated,15.168,2.9791,10,p,
ABCC3|8714_calculated,15.1679,23.8611,17,q,
hCG_1995134|?_calculated,15.1661,6.8996,,,
MEX3D|399664_calculated,15.1573,20.2587,19,p,
SCFD1|23256_calculated,15.1541,16.6187,14,q,
TNPO2|30000_calculated,15.149,14.3775,19,p,
HTATIP2|10553_calculated,15.1476,27.358,11,p,
CHCHD3|54927_calculated,15.1466,20.4941,7,q,
CDC42SE2|56990_calculated,15.146,16.7163,5,q,
GTF2E2|2961_calculated,15.1365,22.7894,8,p,
AFTPH|54812_calculated,15.1362,17.3794,2,p,
NNT|23530_calculated,15.1339,15.2742,5,p,
AKT2|208_calculated,15.1294,16.0637,19,q,13.1-
CCL4|6351_calculated,15.1243,20.4672,17,q,21-
GOLGA3|2802_calculated,15.1208,12.1165,12,q,
CYTH3|9265_calculated,15.1176,9.0265,7,p,
SH3BP5|9467_calculated,15.1174,7.6795,3,p,
MFSD6|54842_calculated,15.1165,16.7604,2,q,
TOR4A|54863_calculated,15.1142,27.0257,9,q,
C12orf23|90488_calculated,15.1136,14.6545,,,
EXOSC4|54512_calculated,15.097,29.2439,8,q,
MAFF|23764_calculated,15.0963,15.4448,22,q,
MOAP1|64112_calculated,15.0956,8.5653,14,q,
TIAF1|9220_calculated,15.0908,18.7264,17,q,
SPRR1B|6699_calculated,15.0826,115.1721,1,q,21-
CRTC2|200186_calculated,15.0824,17.7459,1,q,
PPIL1|51645_calculated,15.0809,24.1762,6,p,
C1orf106|55765_calculated,15.0649,29.4268,1,q,
PLEKHA2|59339_calculated,15.0613,9.7101,8,p,
AGXT2L2|85007_calculated,15.06,18.4819,,,
XPOT|11260_calculated,15.056,23.972,12,q,
COX11|1353_calculated,15.0524,17.7527,17,q,
VCAM1|7412_calculated,15.0486,9.0203,1,p,32-
NDNL2|56160_calculated,15.0483,11.1427,15,q,
ZNF768|79724_calculated,15.0465,17.4588,16,p,
ARMCX3|51566_calculated,15.0462,11.1112,X,q,
CST7|8530_calculated,15.0317,16.8436,20,p,
PLEKHB1|58473_calculated,15.0291,19.0302,11,q,13.5-
NXT1|29107_calculated,15.0285,22.7502,20,p,12-
GALM|130589_calculated,15.0275,22.9938,2,p,
CD3E|916_calculated,15.0193,12.9367,11,q,
KIAA0284|283638_calculated,15.0104,18.3266,,,
KDELC2|143888_calculated,15.0092,10.2976,11,q,
FAM8A1|51439_calculated,15.0085,10.9053,6,p,
MRPS18C|51023_calculated,15.0067,16.3137,4,q,21.21-
PIK3IP1|113791_calculated,15.0033,9.3337,22,q,
ENPP2|5168_calculated,15.002,10.0374,8,q,
SGK223|157285_calculated,14.9945,13.7539,,,
CNOT7|29883_calculated,14.9842,15.4562,8,p,22-
CCDC50|152137_calculated,14.9789,7.0698,3,q,
FAM134C|162427_calculated,14.9681,14.2358,17,q,
RABGGTB|5876_calculated,14.9643,19.8893,1,p,
PSMG1|8624_calculated,14.964,26.7513,21,q,
RPF1|80135_calculated,14.9574,18.1025,1,p,
KITLG|4254_calculated,14.9511,10.3432,12,q,
SPOCK1|6695_calculated,14.9488,5.4391,5,q,
KRCC1|51315_calculated,14.9439,12.4825,2,p,
DDX46|9879_calculated,14.9438,14.9653,5,q,
TMEM14B|81853_calculated,14.9431,21.6011,6,p,25.1-
GATAD2A|54815_calculated,14.9424,20.1377,19,p,
C9orf78|51759_calculated,14.9416,15.2418,9,q,
RPL22L1|200916_calculated,14.9307,33.0997,3,q,
BTN3A2|11118_calculated,14.9139,15.8119,6,p,
TXNDC15|79770_calculated,14.9127,10.4774,5,q,
MMRN2|79812_calculated,14.9123,6.7727,10,q,
CMTM3|123920_calculated,14.9015,10.9828,16,q,22.1-
USP16|10600_calculated,14.9013,12.8394,21,q,
JA429504|?|4of4_calculated,14.9007,11.7878,,,
DIXDC1|85458_calculated,14.9002,2.5897,11,q,
FAF2|23197_calculated,14.9001,17.2466,5,q,
SKIL|6498_calculated,14.8948,12.6333,3,q,
MCRS1|10445_calculated,14.8929,21.2517,12,q,
POLR3H|171568_calculated,14.884,18.646,22,q,
NAGA|4668_calculated,14.883,17.2507,22,q,
TRAPPC12|51112_calculated,14.8804,14.1478,2,p,
ATG13|9776_calculated,14.8777,17.111,11,p,
PSMD10|5716_calculated,14.8756,17.9595,X,q,
FAF1|11124_calculated,14.8696,16.6618,1,p,
CBX5|23468_calculated,14.8688,11.2234,12,q,
CARTPT|9607_calculated,14.8669,0.7264,5,q,
UBE2C|11065_calculated,14.8605,49.0203,20,q,
RHOU|58480_calculated,14.8601,10.6726,1,q,42.11-
DLG5|9231_calculated,14.8586,10.5978,10,q,
PSMD12|5718_calculated,14.8573,19.6772,17,q,
ETV6|2120_calculated,14.8514,13.3388,12,p,
PRKAG1|5571_calculated,14.8452,17.1876,12,q,12-
TPSB2|64499_calculated,14.8447,11.6978,16,p,
DALRD3|55152_calculated,14.8426,17.6933,3,p,
MFHAS1|9258_calculated,14.8389,12.4346,8,p,
RNF19A|25897_calculated,14.8354,12.734,8,q,
INO80E|283899_calculated,14.8334,18.3367,16,p,
AIF1|199_calculated,14.8315,12.7036,6,p,
SLC35C2|51006_calculated,14.8298,23.3292,20,q,
LPPR2|64748_calculated,14.8246,8.3893,,,
FAM117A|81558_calculated,14.8179,8.5187,17,q,
TPR|7175_calculated,14.8034,13.9352,1,q,
SF3B3|23450_calculated,14.7997,22.1981,16,q,
CLPX|10845_calculated,14.7965,15.19,15,q,
FYN|2534_calculated,14.7947,9.3413,6,q,
CITED4|163732_calculated,14.7937,22.8618,1,p,
WDFY1|57590_calculated,14.7774,17.273,2,q,
SLC22A18|5002_calculated,14.7768,33.6248,11,p,
PSMD5|5711_calculated,14.7739,16.0959,9,q,
TMEM222|84065_calculated,14.7712,19.6201,1,p,
POLR1C|9533_calculated,14.7694,22.0968,6,p,
C4orf52|389203_calculated,14.7623,17.3021,,,
PPP5C|5536_calculated,14.7611,21.4372,19,q,
GATC|283459_calculated,14.7599,19.5477,12,q,
FAM46A|55603_calculated,14.7546,13.2847,6,q,
KCNQ1|3784_calculated,14.7481,28.2685,11,p,
RUVBL1|8607_calculated,14.7441,23.1925,3,q,
SFT2D2|375035_calculated,14.7399,13.4951,1,q,
TMEM159|57146_calculated,14.7395,11.6703,16,p,
GRK5|2869_calculated,14.7353,11.5845,10,q,
RNASET2|8635_calculated,14.732,23.0128,6,q,
MT1M|4499_calculated,14.7316,10.1848,16,q,
HSD17B2|3294_calculated,14.7273,46.3707,16,q,24.1-
ASB2|51676_calculated,14.7238,2.0497,14,q,31-
RRS1|23212_calculated,14.7222,23.0569,8,q,
LPCAT1|79888_calculated,14.7093,20.507,5,p,
ANP32E|81611_calculated,14.7032,21.4842,1,q,
MOSPD3|64598_calculated,14.6999,18.9636,7,q,
SEPT6|23157_calculated,14.6945,7.7984,X,q,
TCN2|6948_calculated,14.6925,13.9006,22,q,
GPC3|2719_calculated,14.6889,12.0764,X,q,
VPS39|23339_calculated,14.6867,10.655,15,q,
TSNAX|7257_calculated,14.6846,14.9252,1,q,
ECM1|1893_calculated,14.6745,33.7389,1,q,
UBAC2|337867_calculated,14.6732,20.4068,13,q,
RNF38|152006_calculated,14.6693,8.0841,9,p,
ARHGEF18|23370_calculated,14.6653,13.9725,19,p,
MKI67IP|84365_calculated,14.6629,21.0756,,,
EIF2AK2|5610_calculated,14.6597,13.2487,2,p,22-
GATM|2628_calculated,14.6533,25.7911,15,q,
MARS|4141_calculated,14.651,21.5012,12,q,
PRIMA1|145270_calculated,14.645,1.392,14,q,
TTLL13|440307_calculated,14.6369,13.1295,15,q,
PIP5K1A|8394_calculated,14.6361,17.7302,1,q,
