has,prefers,count
"AD_1|?_calculated_t","JA040723|?_calculated_n",0
"AD_1|?_calculated_t","MT-ND5|4540_calculated_n",0
"AD_1|?_calculated_t","ACTB|60_calculated_n",0
"cytochrome_b|?_calculated_t","BC018860|?_calculated_n",0
"cytochrome_b|?_calculated_t","STRF6|?_calculated_n",0
"cytochrome_b|?_calculated_t","OK/SW-cl.16|?_calculated_n",0
"cytochrome_b|?_calculated_t","cytochrome_b|?_calculated_n",1
"cytochrome_b|?_calculated_t","JA040725|?_calculated_n",0
"cytochrome_b|?_calculated_t","TVAS5|?_calculated_n",0
"cytochrome_b|?_calculated_t","AD_1|?_calculated_n",0
"cytochrome_b|?_calculated_t","JA040723|?_calculated_n",0
"cytochrome_b|?_calculated_t","MT-ND5|4540_calculated_n",0
"cytochrome_b|?_calculated_t","ACTB|60_calculated_n",0
"TVAS5|?_calculated_t","BC018860|?_calculated_n",0
"TVAS5|?_calculated_t","STRF6|?_calculated_n",0
"TVAS5|?_calculated_t","OK/SW-cl.16|?_calculated_n",0
"TVAS5|?_calculated_t","cytochrome_b|?_calculated_n",0
"TVAS5|?_calculated_t","JA040725|?_calculated_n",0
"TVAS5|?_calculated_t","TVAS5|?_calculated_n",1
"TVAS5|?_calculated_t","AD_1|?_calculated_n",0
"TVAS5|?_calculated_t","JA040723|?_calculated_n",0
"TVAS5|?_calculated_t","MT-ND5|4540_calculated_n",0
"TVAS5|?_calculated_t","ACTB|60_calculated_n",0
"JA040725|?_calculated_t","BC018860|?_calculated_n",0
"JA040725|?_calculated_t","STRF6|?_calculated_n",0
"JA040725|?_calculated_t","OK/SW-cl.16|?_calculated_n",0
"JA040725|?_calculated_t","cytochrome_b|?_calculated_n",0
"JA040725|?_calculated_t","JA040725|?_calculated_n",1
"JA040725|?_calculated_t","TVAS5|?_calculated_n",0
"JA040725|?_calculated_t","AD_1|?_calculated_n",0
"JA040725|?_calculated_t","JA040723|?_calculated_n",0
"JA040725|?_calculated_t","MT-ND5|4540_calculated_n",0
"JA040725|?_calculated_t","ACTB|60_calculated_n",0
"OK/SW-cl.16|?_calculated_t","BC018860|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","STRF6|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","OK/SW-cl.16|?_calculated_n",1
"OK/SW-cl.16|?_calculated_t","cytochrome_b|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","JA040725|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","TVAS5|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","AD_1|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","JA040723|?_calculated_n",0
"OK/SW-cl.16|?_calculated_t","MT-ND5|4540_calculated_n",0
"OK/SW-cl.16|?_calculated_t","ACTB|60_calculated_n",0
"STRF6|?_calculated_t","BC018860|?_calculated_n",0
"STRF6|?_calculated_t","STRF6|?_calculated_n",1
"STRF6|?_calculated_t","OK/SW-cl.16|?_calculated_n",0
"STRF6|?_calculated_t","cytochrome_b|?_calculated_n",0
"STRF6|?_calculated_t","JA040725|?_calculated_n",0
"STRF6|?_calculated_t","TVAS5|?_calculated_n",0
"STRF6|?_calculated_t","AD_1|?_calculated_n",0
"STRF6|?_calculated_t","JA040723|?_calculated_n",0
"STRF6|?_calculated_t","MT-ND5|4540_calculated_n",0
"STRF6|?_calculated_t","ACTB|60_calculated_n",0
"BC018860|?_calculated_t","BC018860|?_calculated_n",1
"BC018860|?_calculated_t","STRF6|?_calculated_n",0
"BC018860|?_calculated_t","OK/SW-cl.16|?_calculated_n",0
"BC018860|?_calculated_t","cytochrome_b|?_calculated_n",0
"BC018860|?_calculated_t","JA040725|?_calculated_n",0
"BC018860|?_calculated_t","TVAS5|?_calculated_n",0
"BC018860|?_calculated_t","AD_1|?_calculated_n",0
"BC018860|?_calculated_t","JA040723|?_calculated_n",0
"BC018860|?_calculated_t","MT-ND5|4540_calculated_n",0
"BC018860|?_calculated_t","ACTB|60_calculated_n",0
